날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2022-10-17,19:32,지출,의료/건강,안과,김안과의원,-334000,KRW,하나 주거래,
2022-10-17,19:15,이체,이체,미분류,토스　임유진,-7000,KRW,WON 통장,
2022-10-17,19:14,지출,식비,배달,(주)우아한형제들,-20700,KRW,하나 주거래,
2022-10-17,6:50,지출,교통,철도,티머니 버스.지하철,-1200,KRW,하나 주거래,
2022-10-16,17:11,이체,이체,미분류,토스 이태흥,-43000,KRW,WON 통장,
2022-10-16,16:44,지출,생활,마트,광안리,-69000,KRW,하나 주거래,
2022-10-16,9:31,수입,금융수입,미분류,예금결산이자,32,KRW,WON 통장,
2022-10-16,9:01,지출,카페/간식,베이커리,파리바게뜨명일1동점,-2600,KRW,하나 주거래,
2022-10-16,7:53,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-27680,KRW,하나 주거래,
2022-10-16,7:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7500,KRW,하나 주거래,
2022-10-15,20:34,지출,생활,편의점,세븐일레븐 송파명일점,-20000,KRW,하나 주거래,
2022-10-15,17:25,지출,금융,보험,한화10065,-31000,KRW,WON 통장,
2022-10-15,17:25,지출,금융,보험,한화10052,-29500,KRW,WON 통장,
2022-10-15,3:24,지출,금융,보험,흥화10005,-133525,KRW,WON 통장,
2022-10-14,14:34,이체,이체,미분류,토스 조현종,-6000,KRW,WON 통장,
2022-10-13,22:04,지출,문화/여가,게임,SSG.COM,-3000,KRW,하나 주거래,
2022-10-13,9:19,지출,식비,한식,하나김옥방(엘케이종,-32500,KRW,WON 통장,
2022-10-12,23:35,지출,온라인쇼핑,인터넷쇼핑,11번가,-20000,KRW,하나 주거래,
2022-10-12,19:59,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-8200,KRW,하나 주거래,
2022-10-12,8:13,이체,보험,미분류,현대해상,630000,KRW,WON 통장,
2022-10-11,19:56,이체,이체,미분류,안모씨,100000,KRW,입출금통장,
2022-10-11,17:40,지출,온라인쇼핑,인터넷쇼핑,하나 주거래카드_카카오페이(일반)_법인,-1000,KRW,하나 주거래,
2022-10-11,17:40,지출,온라인쇼핑,인터넷쇼핑,하나 주거래카드_카카오페이(일반)_법인,-4100,KRW,하나 주거래,
2022-10-11,17:31,지출,교통,택시,카카오페이(택시),5500,KRW,하나 주거래,
2022-10-11,17:31,지출,교통,택시,카카오페이(택시),-5500,KRW,하나 주거래,
2022-10-11,17:24,지출,뷰티/미용,화장품,아리따움개롱역점,-8500,KRW,하나 주거래,
2022-10-11,13:33,지출,자녀/육아,육아용품,토이저러스 중계점(매장),-208700,KRW,하나 주거래,
2022-10-10,22:18,지출,문화/여가,게임,SSG.COM,-49400,KRW,하나 주거래,
2022-10-10,14:57,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7730,KRW,하나 주거래,
2022-10-10,14:24,이체,이체,미분류,신한(주)와이즈웨딩,-200500,KRW,WON 통장,
2022-10-10,14:19,이체,이체,미분류,곽모씨,500000,KRW,WON 통장,
2022-10-10,12:03,이체,이체,미분류,임윤연,-650500,KRW,저축예금,
2022-10-09,14:42,지출,카페/간식,디저트/떡,방앗간디저트,-18000,KRW,하나 주거래,
2022-10-09,14:19,지출,의료/건강,내과/가정의학,이가정의원,-60000,KRW,하나 주거래,
2022-10-09,8:59,지출,카페/간식,커피/음료,이카페,-5000,KRW,하나 주거래,
2022-10-09,7:07,지출,카페/간식,기타간식,(주)태경비케이 서산(하) 휴게소,-7500,KRW,하나 주거래,
2022-10-09,5:11,지출,생활,편의점,씨유 명일우량점,-6800,KRW,하나 주거래,
2022-10-08,17:58,지출,온라인쇼핑,인터넷쇼핑,모빌PG_대표(일반),-22000,KRW,하나 주거래,
2022-10-07,19:12,지출,식비,치킨,맛남치킨,-6500,KRW,하나 주거래,
2022-10-07,18:53,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-10-07,18:52,지출,생활,편의점,씨유 명일우량점,-3900,KRW,하나 주거래,
2022-10-07,12:44,지출,생활,편의점,주) 비지에프네트웍스,-3400,KRW,하나 주거래,
2022-10-07,8:01,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-9940,KRW,하나 주거래,
2022-10-06,21:16,지출,온라인쇼핑,인터넷쇼핑,하나 주거래카드_카카오페이(일반)_법인,-9300,KRW,하나 주거래,
2022-10-06,21:16,지출,온라인쇼핑,인터넷쇼핑,하나 주거래카드_카카오페이(일반)_법인,-1500,KRW,하나 주거래,
2022-10-06,20:58,지출,교통,택시,카카오페이(택시),10700,KRW,하나 주거래,
2022-10-06,20:58,지출,교통,택시,카카오페이(택시),-10700,KRW,하나 주거래,
2022-10-06,12:32,지출,생활,생필품,보노안경원,-140000,KRW,하나 주거래,
2022-10-05,18:20,지출,카페/간식,커피/음료,수띠,-12050,KRW,하나 주거래,
2022-10-05,15:58,이체,이체,미분류,최모씨,70300,KRW,저축예금,
2022-10-05,13:55,지출,자동차,통행료,09월 문자수수료,-800,KRW,KB마이핏통장,
2022-10-05,10:38,이체,이체,미분류,농협곽모씨,-500500,KRW,WON 통장,
2022-10-05,3:30,지출,금융,보험,DB손00710,-9830,KRW,WON 통장,
2022-10-05,3:22,지출,주거/통신,가스비,코원에너지서비스,-5060,KRW,WON 통장,
2022-10-04,20:51,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-14760,KRW,하나 주거래,
2022-10-04,18:05,이체,보험,미분류,현대해상,1110000,KRW,WON 통장,
2022-10-04,15:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-20000,KRW,하나 주거래,
2022-10-04,11:37,지출,식비,배달,(주)우아한형제들,-17000,KRW,하나 주거래,
2022-10-04,0:11,지출,자동차,주차,KICC(세외수입인터넷),-10000,KRW,하나 주거래,
2022-10-03,18:30,지출,자동차,주차,KICC(세외수입인터넷),-22000,KRW,하나 주거래,
2022-10-03,17:45,이체,이체,미분류,안모씨,100000,KRW,입출금통장,
2022-10-03,14:55,지출,온라인쇼핑,인터넷쇼핑,SK PAY 대표,-1000,KRW,하나 주거래,
2022-10-03,11:37,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-10000,KRW,하나 주거래,
2022-10-03,9:31,지출,카페/간식,베이커리,파리바게뜨명일1동점,-6000,KRW,하나 주거래,
2022-10-03,7:58,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-14430,KRW,하나 주거래,
2022-10-02,18:50,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-8720,KRW,하나 주거래,
2022-10-02,11:11,지출,온라인쇼핑,인터넷쇼핑,이니시스(애플스토어),-201666,KRW,하나 주거래,
2022-10-01,20:57,이체,이체,미분류,카카오페이,-40000,KRW,저축예금,
2022-10-01,14:25,지출,생활,편의점,GS25강동타워점,-9200,KRW,하나 주거래,
2022-09-30,19:46,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-09-30,17:59,지출,주거/통신,휴대폰,휴대폰요금(KT),-69270,KRW,WON 통장,
2022-09-30,16:45,지출,주거/통신,전기세,한전(계약자불명,-83700,KRW,WON 통장,
2022-09-30,10:24,이체,이체,미분류,쿠팡,-2900,KRW,WON 통장,
2022-09-30,3:42,지출,금융,보험,KB손047 09,-29410,KRW,WON 통장,
2022-09-30,3:36,지출,금융,보험,흥화09004,-133525,KRW,WON 통장,
2022-09-30,1:48,지출,온라인쇼핑,서비스구독,넷플릭스,-14500,KRW,WON 통장,
2022-09-29,12:31,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-18400,KRW,하나 주거래,
2022-09-29,9:51,이체,미분류,미분류,입금 내역,20000,KRW,주택청약종합저축,
2022-09-29,9:51,이체,이체,미분류,추가입금,-20000,KRW,WON 통장,
2022-09-29,9:47,이체,카드대금,미분류,우리카드결제,-22305,KRW,WON 통장,
2022-09-28,10:40,지출,금융,이자/대출,현대캐피탈,-369712,KRW,입출금통장,
2022-09-28,8:41,지출,의료/건강,약국,애플약국,-2500,KRW,하나 주거래,
2022-09-27,19:38,지출,금융,보험,AIA09 084,-38551,KRW,저축예금,
2022-09-27,16:42,이체,카드대금,미분류,우리카드결제-009,-13250,KRW,WON 통장,
2022-09-27,15:34,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-22890,KRW,하나 주거래,
2022-09-27,13:49,지출,온라인쇼핑,인터넷쇼핑,(주)인터파크,-73700,KRW,WON 통장,
2022-09-27,10:35,이체,이체,미분류,김문식,400000,KRW,KB마이핏통장,
2022-09-27,9:21,이체,이체,미분류,(주)그린피아,86950,KRW,WON 통장,
2022-09-27,8:17,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-2100,KRW,하나 주거래,
2022-09-27,1:28,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-09-26,21:11,지출,생활,편의점,지에스25 명일센트럴점,-15020,KRW,하나 주거래,
2022-09-26,21:08,이체,이체,미분류,토스 임유진,-11000,KRW,우리닷컴통장,
2022-09-26,21:06,이체,이체,미분류,토스 윤정순,-2000,KRW,우리닷컴통장,
2022-09-26,17:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-22800,KRW,하나 주거래,
2022-09-26,17:24,지출,카페/간식,커피/음료,쿠카쿠커피 명일점,-8600,KRW,하나 주거래,
2022-09-26,14:37,이체,이체,미분류,토스 윤정순,-1000,KRW,우리닷컴통장,
2022-09-26,14:36,이체,이체,미분류,토스 윤정순,-1000,KRW,우리닷컴통장,
2022-09-26,14:35,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-1200,KRW,카카오(체크),
2022-09-26,11:13,지출,의료/건강,운동,휘트니스다짐(Fitnes,-112450,KRW,우리닷컴통장,
2022-09-26,11:13,지출,의료/건강,운동,휘트니스 다짐(Fitness Dagym),-165000,KRW,하나 주거래,
2022-09-25,22:50,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7660,KRW,하나 주거래,
2022-09-25,18:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-16900,KRW,하나 주거래,
2022-09-25,17:36,지출,카페/간식,커피/음료,오가다 제주공항점,-10800,KRW,하나 주거래,
2022-09-25,5:41,수입,금융수입,미분류,입출금통장 이자,113,KRW,입출금통장,
2022-09-24,11:48,이체,카드대금,미분류,카드대금결제,-741706,KRW,우리닷컴통장,
2022-09-24,11:45,지출,생활,편의점,지에스건설(주),-383000,KRW,카카오(체크),
2022-09-23,19:23,지출,금융,보험,AIA08 083,-38551,KRW,저축예금,
2022-09-23,16:53,지출,주거/통신,휴대폰,휴대폰요금(KT),-8307,KRW,WON 통장,
2022-09-23,11:34,지출,카페/간식,커피/음료,씨제이프레시웨이(주),-18000,KRW,하나 주거래,
2022-09-22,18:16,지출,식비,양식,윤화돈까스,-22800,KRW,하나 주거래,
2022-09-22,17:47,지출,식비,한식,용문칼국수 명일점,-45000,KRW,하나 주거래,
2022-09-22,14:56,지출,생활,편의점,씨유 명일,-1950,KRW,하나 주거래,
2022-09-22,14:43,지출,생활,마트,하나로공판장,-25600,KRW,하나 주거래,
2022-09-22,12:30,지출,카페/간식,커피/음료,커피베이 강동점,-7800,KRW,하나 주거래,
2022-09-22,12:29,지출,식비,한식,군산오징어 강동역점,-29000,KRW,하나 주거래,
2022-09-22,10:32,이체,이체,미분류,카카오페이,-16000,KRW,저축예금,
2022-09-21,15:44,지출,생활,마트,현대마트(주)태상물산,-4000,KRW,하나 주거래,
2022-09-20,18:48,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-11180,KRW,하나 주거래,
2022-09-20,18:25,이체,이체,미분류,카카오페이,-92260,KRW,저축예금,
2022-09-18,12:22,이체,보험,미분류,현대해상,930000,KRW,WON 통장,
2022-09-18,11:31,수입,금융수입,미분류,예금결산이자,84,KRW,WON 통장,
2022-09-18,6:30,이체,미분류,미분류,입금 내역,124,KRW,KB마이핏통장,
2022-09-18,3:38,수입,금융수입,미분류,06.19~09.17,68,KRW,저축예금,
2022-09-17,21:37,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-09-17,19:32,지출,의료/건강,안과,김안과의원,-334000,KRW,하나 주거래,
2022-09-17,17:16,지출,금융,보험,한화09051,-29500,KRW,WON 통장,
2022-09-17,17:16,지출,금융,보험,한화09064,-31000,KRW,WON 통장,
2022-09-17,16:28,이체,현금,미분류,허현빈   농협,606320,KRW,WON 통장,
2022-09-17,15:11,이체,카드대금,미분류,카드대금결제,-292700,KRW,우리닷컴통장,
2022-09-17,15:05,지출,생활,가구/가전,삼성전자판매(주)길동점,-299000,KRW,하나 주거래,
2022-09-17,13:22,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-09-17,10:17,이체,이체,미분류,최모씨,2352363,KRW,저축예금,
2022-09-16,18:57,지출,카페/간식,베이커리,파리바게뜨명일1동점,-800,KRW,하나 주거래,
2022-09-16,18:08,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-2580,KRW,카카오(체크),
2022-09-15,18:25,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1400,KRW,하나 주거래,
2022-09-14,16:07,지출,온라인쇼핑,인터넷쇼핑,인터넷상거래,-3500,KRW,하나 주거래,
2022-09-14,12:06,지출,문화/여가,영화,(주)롯데시네마-일반-카카오페이,-70000,KRW,하나 주거래,
2022-09-14,12:05,지출,문화/여가,영화,(주)롯데시네마-일반-카카오페이,-70000,KRW,하나 주거래,
2022-09-13,22:15,이체,이체,미분류,간편이체(안모씨),-300000,KRW,입출금통장,
2022-09-13,18:43,지출,식비,패스트푸드,롯데리아길동로데오 주식회사,-15200,KRW,하나 주거래,
2022-09-13,17:31,지출,생활,가구/가전,쿠카쿠 길동로데오점,-4300,KRW,하나 주거래,
2022-09-13,14:37,이체,이체,미분류,농협곽모씨,-1400500,KRW,WON 통장,
2022-09-13,11:57,지출,식비,배달,(주)우아한형제들,-15100,KRW,하나 주거래,
2022-09-13,9:08,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-10574,KRW,하나 주거래,
2022-09-12,20:00,지출,카페/간식,커피/음료,서울리즘,-41000,KRW,하나 주거래,
2022-09-12,11:45,지출,온라인쇼핑,인터넷쇼핑,모빌PG_대표(일반),-44000,KRW,하나 주거래,
2022-09-12,2:25,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1000,KRW,WON 통장,
2022-09-12,2:25,지출,온라인쇼핑,결제/충전,카카오페이(택시,-10600,KRW,WON 통장,
2022-09-12,2:13,수입,기타수입,미분류,카카오페이(택시,13600,KRW,WON 통장,
2022-09-12,2:13,지출,온라인쇼핑,결제/충전,카카오페이(택시,-13600,KRW,WON 통장,
2022-09-11,15:01,이체,이체,미분류,카카오페이,-270000,KRW,WON 통장,
2022-09-10,21:53,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-12580,KRW,하나 주거래,
2022-09-10,9:56,이체,이체,미분류,임윤연,-650000,KRW,저축예금,
2022-09-10,8:36,지출,카페/간식,베이커리,나폴레옹제과,-6500,KRW,하나 주거래,
2022-09-10,8:27,지출,생활,편의점,지에스25에스9 종합운동장역점,-1400,KRW,하나 주거래,
2022-09-09,18:46,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1200,KRW,하나 주거래,
2022-09-09,11:43,지출,식비,배달,(주)우아한형제들,-13950,KRW,하나 주거래,
2022-09-08,8:12,지출,생활,편의점,GS25강동타워점,-2600,KRW,하나 주거래,
2022-09-07,18:43,지출,온라인쇼핑,결제/충전,카카오페이(택시,-6500,KRW,WON 통장,
2022-09-07,18:43,지출,온라인쇼핑,결제/충전,카카오페이(택시,-3000,KRW,WON 통장,
2022-09-07,18:21,수입,기타수입,미분류,카카오페이(택시,9100,KRW,WON 통장,
2022-09-07,18:21,지출,온라인쇼핑,결제/충전,카카오페이(택시,-9100,KRW,WON 통장,
2022-09-07,14:59,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-31600,KRW,하나 주거래,
2022-09-06,18:37,지출,자동차,주차,제이티넷_ARS,-10000,KRW,하나 주거래,
2022-09-06,8:22,이체,이체,미분류,카카오페이,-200000,KRW,WON 통장,
2022-09-06,3:32,지출,금융,보험,DB손00609,-9830,KRW,WON 통장,
2022-09-03,19:31,지출,카페/간식,기타간식,대보디앤에스주식회사오창통영휴게소,-7000,KRW,하나 주거래,
2022-09-03,17:59,이체,보험,미분류,현대해상,370000,KRW,WON 통장,
2022-09-03,12:22,지출,생활,편의점,GS25강동타워점,-6000,KRW,하나 주거래,
2022-09-03,12:17,지출,의료/건강,약국,라미약국,-3500,KRW,하나 주거래,
2022-09-02,18:23,이체,이체,미분류,안봉기,-13000,KRW,WON 통장,
2022-09-02,11:11,지출,온라인쇼핑,인터넷쇼핑,이니시스(애플스토어),-201666,KRW,하나 주거래,
2022-09-02,2:22,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-35200,KRW,WON 통장,
2022-09-01,18:09,이체,카드대금,미분류,KB카드출금,-627590,KRW,우리닷컴통장,
2022-09-01,13:17,수입,금융수입,미분류,우리체크캐시백,3620,KRW,WON 통장,
2022-09-01,8:07,지출,생활,편의점,GS25강동타워점,-5900,KRW,하나 주거래,
2022-09-01,7:51,지출,생활,편의점,지에스25에스9 종합운동장역점,-2300,KRW,하나 주거래,
2022-09-01,7:42,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1200,KRW,하나 주거래,
2022-08-31,19:07,지출,생활,마트,현대마트(주)태상물산,-18530,KRW,하나 주거래,
2022-08-31,14:35,수입,급여,미분류,8월급여,953050,KRW,우리닷컴통장,
2022-08-31,9:56,이체,이체,미분류,쿠팡,-2900,KRW,WON 통장,
2022-08-31,8:07,지출,식비,패스트푸드,맥도날드신천점,-3000,KRW,하나 주거래,
2022-08-30,2:11,지출,온라인쇼핑,서비스구독,넷플릭스,-14500,KRW,WON 통장,
2022-08-29,21:11,지출,생활,편의점,세븐일레븐 송파명일점,-28600,KRW,하나 주거래,
2022-08-29,15:27,지출,패션/쇼핑,패션,(주)에이제이인,-336200,KRW,WON 통장,
2022-08-29,9:08,지출,카페/간식,커피/음료,컴포즈커피 송파 명일시장점,-3000,KRW,하나 주거래,
2022-08-29,9:03,지출,카페/간식,베이커리,명조 커피앤베이커리 마블스퀘어,-12900,KRW,하나 주거래,
2022-08-28,20:26,지출,패션/쇼핑,백화점,주)한무쇼핑(현대백화점무역센터),-15000,KRW,하나 주거래,
2022-08-28,20:20,지출,패션/쇼핑,백화점,주)한무쇼핑(현대백화점무역센터),-38000,KRW,하나 주거래,
2022-08-28,20:00,지출,패션/쇼핑,백화점,주)한무쇼핑(현대백화점무역센터),-10500,KRW,하나 주거래,
2022-08-28,15:44,지출,식비,고기,제이앤가든 (JN GARDEN),-20000,KRW,하나 주거래,
2022-08-28,15:35,지출,뷰티/미용,헤어샵,보그헤어,-45000,KRW,하나 주거래,
2022-08-28,14:20,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1400,KRW,하나 주거래,
2022-08-28,13:52,지출,교통,택시,티머니 법인택시,-17800,KRW,하나 주거래,
2022-08-28,12:52,지출,의료/건강,안과,김안과의원,-130000,KRW,WON 통장,
2022-08-28,7:57,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-11490,KRW,하나 주거래,
2022-08-28,5:37,수입,금융수입,미분류,입출금통장 이자,139,KRW,입출금통장,
2022-08-27,18:10,지출,온라인쇼핑,결제/충전,카카오페이(택시,-2500,KRW,WON 통장,
2022-08-27,18:10,지출,온라인쇼핑,결제/충전,카카오페이(택시,-11600,KRW,WON 통장,
2022-08-27,17:39,수입,기타수입,미분류,카카오페이(택시,12500,KRW,WON 통장,
2022-08-27,17:39,지출,온라인쇼핑,결제/충전,카카오페이(택시,-12500,KRW,WON 통장,
2022-08-27,8:45,지출,생활,편의점,GS25강동타워점,-4800,KRW,하나 주거래,
2022-08-27,8:01,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-26382,KRW,하나 주거래,
2022-08-27,3:27,이체,미분류,미분류,입금 내역,20000,KRW,주택청약종합저축,
2022-08-26,21:04,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-1860,KRW,카카오(체크),
2022-08-26,21:02,지출,카페/간식,아이스크림/빙수,아슈아슈 아이스크림 할인점,-11700,KRW,하나 주거래,
2022-08-26,19:20,지출,여행/숙박,숙박비,서울리즘,-104000,KRW,WON 통장,
2022-08-26,18:28,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-2040,KRW,카카오(체크),
2022-08-26,13:11,지출,온라인쇼핑,인터넷쇼핑,대표_카카오페이,-27000,KRW,하나 주거래,
2022-08-26,7:57,지출,카페/간식,베이커리,파리바게뜨명일1동점,-11600,KRW,하나 주거래,
2022-08-26,3:15,지출,주거/통신,가스비,코원에너지서비스,-5760,KRW,WON 통장,
2022-08-25,21:17,지출,생활,편의점,세븐일레븐 송파명일점,-19500,KRW,하나 주거래,
2022-08-25,18:59,이체,이체,미분류,차모모,369592,KRW,WON 통장,
2022-08-25,17:02,지출,금융,이자/대출,현대캐피탈,-369592,KRW,WON 통장,
2022-08-25,14:31,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-8670,KRW,하나 주거래,
2022-08-25,13:10,지출,생활,생필품,주식회사 아성다이소,-2500,KRW,하나 주거래,
2022-08-25,9:31,지출,온라인쇼핑,인터넷쇼핑,대표_4_카카오페이,-74000,KRW,하나 주거래,
2022-08-25,9:19,이체,카드대금,미분류,카드대금결제,-344708,KRW,우리닷컴통장,
2022-08-25,8:15,지출,카페/간식,베이커리,파리바게뜨 신천역점,-10150,KRW,하나 주거래,
2022-08-25,7:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-11900,KRW,하나 주거래,
2022-08-25,3:45,지출,금융,보험,KB손046 08,-29410,KRW,WON 통장,
2022-08-25,2:52,이체,카드대금,미분류,우리카드결제-009,-69450,KRW,WON 통장,
2022-08-24,21:14,지출,뷰티/미용,네일,진진심(앙네일),-10000,KRW,저축예금,
2022-08-24,21:12,지출,뷰티/미용,네일,진진심(앙네일),-30000,KRW,저축예금,
2022-08-24,8:20,지출,생활,편의점,씨유 신천대로점,-2500,KRW,하나 주거래,
2022-08-23,13:20,이체,보험,미분류,현대해상,660000,KRW,WON 통장,
2022-08-23,3:25,지출,주거/통신,휴대폰,휴대폰요금(KT),-64380,KRW,WON 통장,
2022-08-22,19:47,이체,이체,미분류,임유진,-11000,KRW,WON 통장,
2022-08-22,19:45,지출,생활,편의점,지에스25 명일센트럴점,-9100,KRW,하나 주거래,
2022-08-22,18:17,이체,보험,미분류,현대해상,1020000,KRW,WON 통장,
2022-08-22,11:50,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-2940,KRW,카카오(체크),
2022-08-22,11:02,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-1920,KRW,카카오(체크),
2022-08-22,11:01,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-08-22,10:32,이체,이체,미분류,카카오페이,-12360,KRW,저축예금,
2022-08-22,10:16,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-207000,KRW,하나 주거래,
2022-08-21,19:10,이체,이체,미분류,네이버페이인출,121404,KRW,저축예금,
2022-08-21,10:35,지출,의료/건강,안과,밝은성모안과의원,-100000,KRW,하나 주거래,
2022-08-21,9:26,수입,금융수입,미분류,예금결산이자,48,KRW,WON 통장,
2022-08-21,7:08,지출,식비,배달,(주)우아한형제들,-16500,KRW,하나 주거래,
2022-08-21,0:54,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1000,KRW,WON 통장,
2022-08-21,0:54,지출,온라인쇼핑,결제/충전,카카오페이(택시,-14900,KRW,WON 통장,
2022-08-21,0:35,수입,기타수입,미분류,카카오페이(택시,16000,KRW,WON 통장,
2022-08-21,0:34,지출,온라인쇼핑,결제/충전,카카오페이(택시,-16000,KRW,WON 통장,
2022-08-20,21:55,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1500,KRW,WON 통장,
2022-08-20,21:55,지출,온라인쇼핑,결제/충전,카카오페이(택시,-14800,KRW,WON 통장,
2022-08-20,21:22,수입,기타수입,미분류,카카오페이(택시,15200,KRW,WON 통장,
2022-08-20,21:22,지출,온라인쇼핑,결제/충전,카카오페이(택시,-15200,KRW,WON 통장,
2022-08-20,19:08,지출,식비,패스트푸드,서브웨이 (길동법조점),-17700,KRW,카카오(체크),
2022-08-20,10:34,이체,이체,미분류,최모씨,330730,KRW,저축예금,
2022-08-20,8:29,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-3120,KRW,카카오(체크),
2022-08-20,8:15,지출,온라인쇼핑,인터넷쇼핑,대표_카카오페이,5000,KRW,하나 주거래,
2022-08-20,8:00,지출,온라인쇼핑,인터넷쇼핑,대표_카카오페이,-5000,KRW,하나 주거래,
2022-08-19,22:20,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-15900,KRW,하나 주거래,
2022-08-19,18:27,지출,생활,생필품,주식회사 아성다이소,-13050,KRW,하나 주거래,
2022-08-19,13:12,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-16890,KRW,하나 주거래,
2022-08-19,11:10,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-244800,KRW,하나 주거래,
2022-08-18,18:37,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-5280,KRW,카카오(체크),
2022-08-18,7:52,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-9970,KRW,하나 주거래,
2022-08-17,20:23,이체,이체,미분류,최승애,-4000,KRW,저축예금,
2022-08-17,19:02,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1500,KRW,하나 주거래,
2022-08-17,18:43,지출,식비,패스트푸드,롯데리아송파점,-9400,KRW,하나 주거래,
2022-08-17,17:36,지출,금융,보험,한화08063,-31000,KRW,WON 통장,
2022-08-17,17:36,지출,금융,보험,한화08050,-29500,KRW,WON 통장,
2022-08-17,16:25,이체,이체,미분류,차모모,50000,KRW,입출금통장,
2022-08-17,10:33,지출,교육/학습,학교,고려대학교,-5100,KRW,저축예금,
2022-08-17,8:27,지출,생활,편의점,세븐일레븐 신천최고점,-3200,KRW,하나 주거래,
2022-08-17,7:24,지출,식비,한식,서울김밥,-7000,KRW,하나 주거래,
2022-08-17,3:35,지출,금융,보험,흥화08003,-133525,KRW,WON 통장,
2022-08-16,23:55,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-17600,KRW,WON 통장,
2022-08-16,17:13,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-214000,KRW,하나 주거래,
2022-08-16,15:02,지출,카페/간식,커피/음료,투썸플레이스 올림픽공원역점,-23300,KRW,하나 주거래,
2022-08-16,12:29,지출,카페/간식,커피/음료,투썸플레이스 올림픽공원역점,-11600,KRW,하나 주거래,
2022-08-16,11:29,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-11900,KRW,하나 주거래,
2022-08-16,10:29,지출,여행/숙박,숙박비,노보텔 (주)서부티엔디,-23400,KRW,하나 주거래,
2022-08-15,12:52,지출,카페/간식,커피/음료,카페 아이엠티,-9500,KRW,하나 주거래,
2022-08-15,11:18,지출,카페/간식,커피/음료,우 카페 찬 모바일,-4000,KRW,하나 주거래,
2022-08-15,9:44,지출,카페/간식,커피/음료,우 카페 찬 모바일,-5200,KRW,하나 주거래,
2022-08-15,9:43,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-2400,KRW,카카오(체크),
