날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2022-08-14,1:38,이체,미분류,미분류,입금 내역,22,KRW,우리닷컴통장,
2022-08-13,8:57,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-6200,KRW,하나 주거래,
2022-08-13,8:19,지출,카페/간식,커피/음료,컴포즈커피 디지털미디어시티역점,-1500,KRW,하나 주거래,
2022-08-13,7:07,지출,자동차,주유,명일주유소,-80000,KRW,하나 주거래,
2022-08-12,18:45,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-136800,KRW,하나 주거래,
2022-08-12,12:17,지출,식비,일식,가효,-35000,KRW,하나 주거래,
2022-08-12,7:52,지출,카페/간식,커피/음료,컴포즈커피 디지털미디어시티역점,-3900,KRW,하나 주거래,
2022-08-11,19:25,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1500,KRW,하나 주거래,
2022-08-11,19:00,지출,식비,배달,(주)우아한형제들,-24500,KRW,하나 주거래,
2022-08-11,6:55,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-1320,KRW,카카오(체크),
2022-08-10,20:56,지출,생활,편의점,미니스톱 명일본점,-2200,KRW,하나 주거래,
2022-08-10,8:50,이체,이체,미분류,임윤연,-650500,KRW,저축예금,
2022-08-10,7:40,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-6500,KRW,하나 주거래,
2022-08-10,6:39,지출,온라인쇼핑,인터넷쇼핑,이니시스-정기과금,-1200,KRW,카카오(체크),
2022-08-09,19:54,지출,식비,배달,(주)우아한형제들,-16000,KRW,하나 주거래,
2022-08-09,17:18,지출,카페/간식,기타간식,오창(하남)휴게소,-7000,KRW,하나 주거래,
2022-08-09,14:59,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-11740,KRW,하나 주거래,
2022-08-08,9:32,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-19800,KRW,하나 주거래,
2022-08-06,14:18,지출,식비,일식,주식회사 스카이,-5100,KRW,WON 통장,
2022-08-06,14:14,지출,식비,일식,주식회사 스카이,-51500,KRW,WON 통장,
2022-08-05,21:58,지출,생활,마트,주식회사진로마트,-99600,KRW,하나 주거래,
2022-08-05,14:59,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-1800,KRW,하나 주거래,
2022-08-05,14:12,지출,자동차,통행료,07월 문자수수료,-800,KRW,KB마이핏통장,
2022-08-05,13:57,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-79420,KRW,하나 주거래,
2022-08-05,7:39,지출,식비,한식,최강어묵,-4000,KRW,하나 주거래,
2022-08-05,6:37,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1300,KRW,하나 주거래,
2022-08-05,3:31,지출,금융,보험,DB손00508,-9830,KRW,WON 통장,
2022-08-04,20:40,지출,뷰티/미용,네일,국민진진심(앙네일),-30500,KRW,WON 통장,
2022-08-04,7:59,지출,식비,한식,최강어묵,-2500,KRW,하나 주거래,
2022-08-03,21:03,지출,식비,치킨,맛남치킨,-11000,KRW,하나 주거래,
2022-08-03,20:48,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-15000,KRW,하나 주거래,
2022-08-03,7:56,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-15800,KRW,하나 주거래,
2022-08-02,23:02,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-5800,KRW,하나 주거래,
2022-08-02,13:19,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-2200,KRW,하나 주거래,
2022-08-02,11:23,수입,금융수입,미분류,우리체크캐시백,3607,KRW,WON 통장,
2022-08-02,11:11,지출,온라인쇼핑,인터넷쇼핑,이니시스(애플스토어),-201666,KRW,하나 주거래,
2022-08-02,7:41,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-4900,KRW,하나 주거래,
2022-08-02,6:43,지출,온라인쇼핑,인터넷쇼핑,NICE 결제대행,-1500,KRW,하나 주거래,
2022-08-01,23:50,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-35200,KRW,WON 통장,
2022-08-01,23:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7850,KRW,하나 주거래,
2022-08-01,20:01,지출,식비,배달,(주)우아한형제들,-28900,KRW,하나 주거래,
2022-08-01,16:59,지출,패션/쇼핑,아울렛/몰,현대아울렛 가든파이프점,-88200,KRW,하나 주거래,
2022-08-01,11:43,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-26270,KRW,카카오(체크),
2022-08-01,9:35,지출,식비,배달,(주)우아한형제들,-13400,KRW,하나 주거래,
2022-07-31,12:02,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-07-31,11:46,지출,식비,한식,방산바지락칼국수,-15000,KRW,하나 주거래,
2022-07-31,11:15,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-24200,KRW,하나 주거래,
2022-07-31,9:52,이체,이체,미분류,쿠팡,-2900,KRW,WON 통장,
2022-07-31,9:14,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-9800,KRW,하나 주거래,
2022-07-31,8:52,지출,온라인쇼핑,인터넷쇼핑,네이버페이,-77488,KRW,하나 주거래,
2022-07-31,8:49,이체,카드대금,미분류,카드대금결제,-1469497,KRW,우리닷컴통장,
2022-07-30,16:35,이체,이체,미분류,네이버페이결제,-10000,KRW,WON 통장,
2022-07-30,12:40,수입,급여,미분류,7월급여,2342320,KRW,우리닷컴통장,
2022-07-30,9:06,지출,온라인쇼핑,인터넷쇼핑,GS SHOP,-275000,KRW,WON 통장,
2022-07-30,3:38,지출,온라인쇼핑,서비스구독,넷플릭스,-14500,KRW,WON 통장,
2022-07-29,19:45,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1400,KRW,하나 주거래,
2022-07-29,19:00,이체,이체,미분류,카카오페이,-11200,KRW,저축예금,
2022-07-29,17:43,이체,이체,미분류,네이버페이결제,-20000,KRW,KB마이핏통장,
2022-07-29,16:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-12700,KRW,카카오(체크),
2022-07-29,15:33,지출,생활,편의점,씨유(CU) 첨,-6800,KRW,WON 통장,
2022-07-29,12:25,지출,교육/학습,학습교재,(주)오피스디포,-29350,KRW,WON 통장,
2022-07-28,22:53,이체,보험,미분류,현대해상,327000,KRW,WON 통장,
2022-07-28,20:48,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-10600,KRW,카카오(체크),
2022-07-28,16:49,지출,카페/간식,커피/음료,DRI*Adobe System,-36657,KRW,WON 통장,
2022-07-28,12:35,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-17400,KRW,카카오(체크),
2022-07-28,12:28,지출,식비,중식,가효,-205000,KRW,WON 통장,
2022-07-28,11:46,지출,온라인쇼핑,서비스구독,이니시스(정기과금)_2,-960,KRW,카카오(체크),
2022-07-28,7:45,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-4900,KRW,카카오(체크),
2022-07-27,19:41,지출,생활,마트,주식회사  진로마트,-21970,KRW,카카오(체크),
2022-07-27,18:26,이체,이체,미분류,김문식,300000,KRW,KB마이핏통장,
2022-07-27,9:00,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-1300,KRW,카카오(체크),
2022-07-27,8:47,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-3950,KRW,카카오(체크),
2022-07-27,3:27,이체,미분류,미분류,입금 내역,20000,KRW,주택청약종합저축,
2022-07-26,22:52,이체,이체,미분류,쿠팡,-9900,KRW,WON 통장,
2022-07-26,22:46,이체,이체,미분류,쿠팡,-9620,KRW,WON 통장,
2022-07-26,22:40,이체,이체,미분류,쿠팡,-6910,KRW,WON 통장,
2022-07-26,22:18,이체,이체,미분류,쿠팡,-9630,KRW,WON 통장,
2022-07-26,22:11,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-18850,KRW,카카오(체크),
2022-07-26,19:31,지출,금융,보험,AIA07 082,-38551,KRW,저축예금,
2022-07-26,18:36,지출,온라인쇼핑,인터넷쇼핑,카카오,-23000,KRW,WON 통장,
2022-07-26,17:07,지출,금융,이자/대출,현대캐피탈,-369592,KRW,WON 통장,
2022-07-26,13:58,이체,보험,미분류,현대해상,828000,KRW,WON 통장,
2022-07-26,6:53,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-07-26,3:40,지출,금융,보험,KB손045 07,-29410,KRW,WON 통장,
2022-07-26,3:14,지출,주거/통신,인터넷,SKYLIFE2107,-13119,KRW,WON 통장,
2022-07-26,3:11,지출,주거/통신,가스비,코원에너지서비스,-8460,KRW,WON 통장,
2022-07-26,2:59,이체,카드대금,미분류,우리카드결제-009,-79800,KRW,WON 통장,
2022-07-25,20:59,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-11360,KRW,카카오(체크),
2022-07-25,16:49,지출,금융,증권/투자,기업(주)에이제이인,-50000,KRW,WON 통장,
2022-07-25,8:44,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-21000,KRW,카카오(체크),
2022-07-24,23:09,수입,기타수입,미분류,카카오페이(택시,21400,KRW,WON 통장,
2022-07-24,23:09,지출,온라인쇼핑,결제/충전,카카오페이(택시,-16600,KRW,WON 통장,
2022-07-24,22:39,지출,온라인쇼핑,결제/충전,카카오페이(택시,-21400,KRW,WON 통장,
2022-07-24,14:59,이체,이체,미분류,신한이주영,-72500,KRW,WON 통장,
2022-07-24,13:06,지출,카페/간식,커피/음료,루트세븐틴(Rt,-165000,KRW,WON 통장,
2022-07-24,5:24,수입,금융수입,미분류,입출금통장 이자,109,KRW,입출금통장,
2022-07-23,19:38,지출,식비,치킨,맛남치킨,-11000,KRW,하나 주거래,
2022-07-23,19:36,지출,생활,편의점,지에스25 명일센트럴점,-37300,KRW,하나 주거래,
2022-07-23,11:33,이체,이체,미분류,쿠팡,11500,KRW,저축예금,
2022-07-23,11:15,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-26800,KRW,카카오(체크),
2022-07-22,22:57,이체,이체,미분류,네이버페이결제,-20000,KRW,KB마이핏통장,
2022-07-22,10:31,이체,이체,미분류,카카오페이,-12511,KRW,저축예금,
2022-07-22,8:18,지출,생활,편의점,씨유(CU)첨단산업,-2250,KRW,KB마이핏통장,
2022-07-22,6:59,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1400,KRW,하나 주거래,
2022-07-21,19:16,지출,온라인쇼핑,서비스구독,이니시스(정기과금)_2,-1420,KRW,카카오(체크),
2022-07-21,19:12,이체,이체,미분류,카카오페이,-10000,KRW,저축예금,
2022-07-21,18:38,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-42100,KRW,카카오(체크),
2022-07-21,18:11,지출,주거/통신,휴대폰,휴대폰요금(KT),-47967,KRW,WON 통장,
2022-07-21,17:48,이체,이체,미분류,네이버페이결제,-10000,KRW,저축예금,
2022-07-21,17:16,지출,주거/통신,휴대폰,휴대폰요금(KT),-8693,KRW,WON 통장,
2022-07-21,13:51,이체,이체,미분류,차모모,50000,KRW,입출금통장,
2022-07-21,9:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-20500,KRW,카카오(체크),
2022-07-21,8:14,이체,이체,미분류,네이버페이결제,-300000,KRW,저축예금,
2022-07-21,8:10,지출,생활,편의점,지에스25S공덕역,-9620,KRW,KB마이핏통장,
2022-07-20,23:34,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-07-20,14:22,지출,온라인쇼핑,결제/충전,스마일페이,-30000,KRW,저축예금,
2022-07-20,13:52,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-10600,KRW,카카오(체크),
2022-07-20,13:43,이체,이체,미분류,네이버페이결제,-30000,KRW,KB마이핏통장,
2022-07-20,13:41,이체,이체,미분류,네이버페이결제,-40000,KRW,KB마이핏통장,
2022-07-20,13:27,이체,이체,미분류,네이버페이결제,-20000,KRW,KB마이핏통장,
2022-07-20,12:16,지출,카페/간식,커피/음료,가효,-45000,KRW,KB마이핏통장,
2022-07-20,7:46,지출,카페/간식,도넛/핫도그,던킨도너츠 공덕역사점,-8900,KRW,카카오(체크),
2022-07-19,19:16,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1500,KRW,하나 주거래,
2022-07-19,18:44,지출,식비,배달,주) 우아한형제들,-21000,KRW,카카오(체크),
2022-07-19,13:02,지출,술/유흥,요리주점,삐삐포차,-13500,KRW,카카오(체크),
2022-07-19,12:31,지출,의료/건강,약국,예진약국,-6600,KRW,카카오(체크),
2022-07-19,12:30,지출,의료/건강,안과,디엠씨조은안과의원,-8300,KRW,카카오(체크),
2022-07-19,11:46,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-2040,KRW,하나 주거래,
2022-07-19,6:50,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-07-18,22:37,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-9900,KRW,저축예금,
2022-07-18,18:51,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-17240,KRW,저축예금,
2022-07-18,18:13,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-14150,KRW,저축예금,
2022-07-18,9:45,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-8630,KRW,저축예금,
2022-07-18,8:15,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-17600,KRW,카카오(체크),
2022-07-17,19:21,지출,교육/학습,학원/강의,핸드쿤스트(HANDKUNST),-8500,KRW,카카오(체크),
2022-07-17,18:15,지출,뷰티/미용,네일,박규희(인뉴욕),-50000,KRW,KB마이핏통장,
2022-07-17,16:53,이체,이체,미분류,쿠팡,-10800,KRW,저축예금,
2022-07-17,16:52,수입,급여,미분류,겨울구두,1,KRW,저축예금,
2022-07-17,14:43,이체,이체,미분류,김문식,90000,KRW,KB마이핏통장,
2022-07-17,14:23,이체,이체,미분류,김문식,1300000,KRW,KB마이핏통장,
2022-07-17,12:33,이체,이체,미분류,구운포도,1,KRW,저축예금,
2022-07-17,11:40,지출,뷰티/미용,화장품,씨제이올리브네트웍스(주)명일시장점,-23500,KRW,하나 주거래,
2022-07-17,10:24,이체,이체,미분류,네이버페이결제,-30000,KRW,KB마이핏통장,
2022-07-17,9:17,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-34900,KRW,하나 주거래,
2022-07-17,9:15,수입,금융수입,미분류,예금결산이자,38,KRW,WON 통장,
2022-07-17,1:59,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-17600,KRW,WON 통장,
2022-07-16,13:17,지출,교통,철도,한국철도공사,-30300,KRW,하나 주거래,
2022-07-16,6:50,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-07-15,17:35,지출,금융,보험,흥화07002,-133525,KRW,WON 통장,
2022-07-15,17:29,지출,금융,보험,한화07062,-31000,KRW,WON 통장,
2022-07-15,17:29,지출,금융,보험,한화07049,-29500,KRW,WON 통장,
2022-07-15,12:58,이체,보험,미분류,현대해상,219000,KRW,WON 통장,
2022-07-15,12:17,지출,식비,패스트푸드,써브웨이상암DMC,-1500,KRW,KB마이핏통장,
2022-07-15,12:07,지출,온라인쇼핑,결제/충전,카카오페이(3)_Fi,-6500,KRW,KB마이핏통장,
2022-07-15,8:39,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1680,KRW,하나 주거래,
2022-07-14,22:34,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-6770,KRW,하나 주거래,
2022-07-14,19:27,지출,식비,배달,(주)우아한형제들,-32800,KRW,하나 주거래,
2022-07-14,12:43,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-7330,KRW,하나 주거래,
2022-07-14,11:45,지출,온라인쇼핑,인터넷쇼핑,SUBWAY_카카오FDK_3,-9100,KRW,하나 주거래,
2022-07-14,7:53,지출,카페/간식,커피/음료,던킨 상암 디엠씨 역사점,-3000,KRW,하나 주거래,
2022-07-14,7:38,지출,생활,편의점,지에스25 S공덕역점,-5200,KRW,하나 주거래,
2022-07-14,6:41,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-07-14,4:30,지출,온라인쇼핑,서비스구독,LIM*SUBSCRIPTION COST,-6900,KRW,하나 주거래,
2022-07-12,20:14,이체,이체,미분류,임병화,-4500,KRW,저축예금,
2022-07-12,20:09,이체,이체,미분류,임유진,-11500,KRW,저축예금,
2022-07-12,19:21,이체,이체,미분류,이정복,-36500,KRW,저축예금,
2022-07-12,19:19,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1500,KRW,하나 주거래,
2022-07-12,12:05,지출,생활,편의점,세븐일레븐 상암KLID타워점,-1700,KRW,하나 주거래,
2022-07-12,8:06,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-9050,KRW,하나 주거래,
2022-07-12,6:46,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1400,KRW,하나 주거래,
2022-07-11,12:05,이체,이체,미분류,네이버페이결제,-52362,KRW,저축예금,
2022-07-11,12:04,이체,이체,미분류,Ｎｍｎｃｔ,1,KRW,저축예금,
2022-07-11,9:25,지출,카페/간식,베이커리,파리바게뜨명일1동점,-10400,KRW,하나 주거래,
2022-07-10,20:50,지출,생활,편의점,씨유올림픽광장점,-8600,KRW,하나 주거래,
2022-07-10,18:52,이체,이체,미분류,임윤연,-650500,KRW,저축예금,
2022-07-09,16:39,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-2200,KRW,하나 주거래,
2022-07-09,9:07,지출,카페/간식,커피/음료,카페24주식회사,-10400,KRW,저축예금,
2022-07-09,8:35,지출,생활,편의점,씨유(CU) 첨단산업센터스마일점,-4100,KRW,하나 주거래,
2022-07-08,16:11,지출,술/유흥,유흥시설,스마일클럽_간편KB,-30000,KRW,하나 주거래,
2022-07-08,15:13,지출,온라인쇼핑,인터넷쇼핑,KCP(통신판매),-3300,KRW,하나 주거래,
2022-07-08,14:44,지출,카페/간식,커피/음료,주)스타벅스커피코리아,-4100,KRW,하나 주거래,
2022-07-08,14:39,지출,생활,편의점,세븐일레븐 신천최고점,-2800,KRW,하나 주거래,
2022-07-07,21:54,지출,생활,편의점,지에스25 디큐브시티점,-16950,KRW,하나 주거래,
2022-07-07,15:45,지출,문화/여가,도서,신한곽모씨,-2800500,KRW,WON 통장,
2022-07-07,15:44,이체,이체,미분류,곽모씨,-200000,KRW,저축예금,
2022-07-07,13:01,이체,보험,미분류,현대해상,1430000,KRW,WON 통장,
2022-07-07,9:00,이체,이체,미분류,네이버페이결제,-20000,KRW,KB마이핏통장,
2022-07-07,8:41,이체,이체,미분류,네이버페이결제,-30000,KRW,KB마이핏통장,
2022-07-07,8:07,지출,카페/간식,커피/음료,던킨 상암 디엠씨 역사점,-4700,KRW,하나 주거래,
2022-07-07,7:00,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1500,KRW,하나 주거래,
2022-07-06,18:48,지출,식비,배달,(주)우아한형제들,-24800,KRW,하나 주거래,
2022-07-06,17:33,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-34920,KRW,하나 주거래,
2022-07-06,14:58,이체,이체,미분류,차모모,370000,KRW,WON 통장,
2022-07-06,13:07,이체,이체,미분류,네이버페이결제,-40000,KRW,WON 통장,
2022-07-06,10:16,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-07-06,8:06,지출,식비,한식,최강어묵,-3500,KRW,하나 주거래,
2022-07-05,19:24,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-07-05,19:14,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-21400,KRW,하나 주거래,
2022-07-05,19:02,지출,식비,배달,(주)우아한형제들,-26000,KRW,하나 주거래,
2022-07-05,15:28,수입,금융수입,미분류,우리체크캐시백,3604,KRW,WON 통장,
2022-07-05,14:10,지출,자동차,통행료,06월 문자수수료,-800,KRW,KB마이핏통장,
2022-07-05,9:16,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-07-05,6:59,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-07-05,3:30,지출,금융,보험,DB손00407,-9830,KRW,WON 통장,
2022-07-04,18:22,지출,문화/여가,도서,교보문고(인터넷)_KICC_문화비전용,-26190,KRW,하나 주거래,
2022-07-04,16:46,이체,이체,미분류,김문식,350000,KRW,KB마이핏통장,
2022-07-03,18:45,이체,이체,미분류,백기현(서울삭,-51500,KRW,저축예금,
2022-07-03,18:16,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),224420,KRW,하나 주거래,
2022-07-03,18:09,이체,이체,미분류,쿠팡,-219000,KRW,WON 통장,
2022-07-03,16:56,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-224420,KRW,하나 주거래,
2022-07-03,16:46,이체,이체,미분류,토스　이상길,-4000,KRW,KB마이핏통장,
2022-07-03,16:03,이체,이체,미분류,카카오페이,-100000,KRW,WON 통장,
2022-07-03,12:02,지출,카페/간식,커피/음료,위스크,-7400,KRW,하나 주거래,
2022-07-03,12:02,지출,카페/간식,커피/음료,위스크,8400,KRW,하나 주거래,
2022-07-03,11:58,지출,카페/간식,커피/음료,위스크,-8400,KRW,하나 주거래,
2022-07-03,11:52,수입,기타수입,미분류,카카오페이(택시,7800,KRW,WON 통장,
2022-07-03,11:52,지출,온라인쇼핑,결제/충전,카카오페이(택시,-1500,KRW,WON 통장,
2022-07-03,11:52,지출,온라인쇼핑,결제/충전,카카오페이(택시,-5700,KRW,WON 통장,
2022-07-03,11:38,지출,온라인쇼핑,결제/충전,카카오페이(택시,-7800,KRW,WON 통장,
2022-07-02,22:42,수입,기타수입,미분류,카카오페이(택시,24700,KRW,WON 통장,
2022-07-02,22:41,지출,온라인쇼핑,결제/충전,카카오페이(택시,-20700,KRW,WON 통장,
2022-07-02,22:41,지출,온라인쇼핑,인터넷쇼핑,카카오,-1000,KRW,WON 통장,
2022-07-02,22:04,지출,온라인쇼핑,결제/충전,카카오페이(택시,-24700,KRW,WON 통장,
2022-07-02,22:04,수입,기타수입,미분류,카카오페이(택시,25400,KRW,WON 통장,
2022-07-02,22:04,지출,온라인쇼핑,결제/충전,카카오페이(택시,-25400,KRW,WON 통장,
2022-07-02,12:18,지출,식비,패스트푸드,써브웨이 상암DMC 푸르지오시티점,-5900,KRW,하나 주거래,
2022-07-02,11:11,지출,온라인쇼핑,인터넷쇼핑,이니시스(애플스토어),-201666,KRW,하나 주거래,
2022-07-02,9:44,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-07-02,8:30,지출,식비,한식,최강어묵,-4000,KRW,하나 주거래,
2022-07-02,3:12,지출,주거/통신,가스비,코원에너지서비스,-11080,KRW,WON 통장,
2022-07-02,2:04,지출,온라인쇼핑,인터넷쇼핑,엔에이치엔한국사,-35200,KRW,WON 통장,
2022-07-01,21:08,이체,이체,미분류,임유진,-11000,KRW,WON 통장,
2022-07-01,21:05,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-6000,KRW,하나 주거래,
2022-07-01,19:38,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-17900,KRW,하나 주거래,
2022-07-01,19:34,지출,생활,편의점,씨유 명일우량점,-30900,KRW,하나 주거래,
2022-07-01,9:18,지출,자동차,통행료,LIM*RIDE COST,-1133,KRW,하나 주거래,
2022-07-01,7:27,지출,온라인쇼핑,인터넷쇼핑,KCP_4,-56240,KRW,하나 주거래,
2022-07-01,6:57,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1320,KRW,하나 주거래,
2022-06-30,20:33,이체,이체,미분류,신한강명기,-30500,KRW,WON 통장,
2022-06-30,18:57,지출,금융,보험,AIA06 081,-38551,KRW,저축예금,
2022-06-30,16:51,이체,카드대금,미분류,카드대금결제,-429250,KRW,우리닷컴통장,
2022-06-30,13:11,지출,자동차,통행료,LIM*RIDE COST,-1128,KRW,하나 주거래,
2022-06-30,12:57,수입,급여,미분류,6월급여,2342320,KRW,우리닷컴통장,
2022-06-30,10:30,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-30,10:24,이체,이체,미분류,쿠팡,-2900,KRW,WON 통장,
2022-06-30,8:44,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-2000,KRW,하나 주거래,
2022-06-30,7:53,지출,교통,철도,(주)코레일유통,-3500,KRW,WON 통장,
2022-06-30,7:51,지출,생활,편의점,(주)코리아세븐,-3400,KRW,WON 통장,
2022-06-30,7:16,지출,온라인쇼핑,인터넷쇼핑,이니시스(빌링)_2,-1140,KRW,하나 주거래,
2022-06-30,2:47,지출,온라인쇼핑,서비스구독,넷플릭스,-14500,KRW,WON 통장,
2022-06-29,19:08,이체,이체,미분류,쿠팡,-10000,KRW,WON 통장,
2022-06-29,18:59,이체,이체,미분류,쿠팡,-17970,KRW,WON 통장,
2022-06-29,17:14,지출,금융,이자/대출,현대캐피탈,-330029,KRW,WON 통장,
2022-06-29,16:29,이체,이체,미분류,네이버페이결제,-20000,KRW,WON 통장,
2022-06-29,10:26,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-29,9:43,지출,카페/간식,커피/음료,DRI*Adobe System,-36615,KRW,WON 통장,
2022-06-29,8:42,지출,식비,한식,어느하루,-6900,KRW,WON 통장,
2022-06-29,3:22,이체,미분류,미분류,입금 내역,20000,KRW,주택청약종합저축,
2022-06-28,23:25,지출,온라인쇼핑,인터넷쇼핑,쿠팡(쿠페이),-9700,KRW,하나 주거래,
2022-06-28,19:20,이체,이체,미분류,네이버페이결제,-30000,KRW,WON 통장,
2022-06-28,18:45,이체,보험,미분류,현대해상,1830000,KRW,WON 통장,
2022-06-28,10:45,지출,자동차,통행료,LIM*RIDE COST,0,KRW,하나 주거래,
2022-06-28,8:29,지출,온라인쇼핑,인터넷쇼핑,NICE_결제대행_4,-1600,KRW,하나 주거래,
2022-06-27,15:24,지출,술/유흥,유흥시설,세안레져산업(주),-165000,KRW,KB마이핏통장,
2022-06-27,11:05,지출,생활,편의점,GS25명일센트럴점,-4500,KRW,KB마이핏통장,
2022-06-27,9:05,지출,카페/간식,커피/음료,투썸플레이스올림,-13400,KRW,KB마이핏통장,
2022-06-27,7:11,이체,이체,미분류,네이버페이결제,-30000,KRW,KB마이핏통장,
2022-06-27,1:27,지출,문화/여가,게임,APPLE,-3300,KRW,하나 주거래,
2022-06-26,18:32,지출,금융,증권/투자,토스　주식회사,-95500,KRW,KB마이핏통장,
2022-06-26,15:23,이체,이체,미분류,네이버페이결제,-80000,KRW,KB마이핏통장,
2022-06-26,15:22,이체,투자,미분류,Ntyjj,1,KRW,KB마이핏통장,
2022-06-26,14:43,지출,패션/쇼핑,아울렛/몰,현대아울렛가든파,-348000,KRW,KB마이핏통장,
2022-06-26,11:57,지출,패션/쇼핑,백화점,롯데물산(주)롯데,-26800,KRW,KB마이핏통장,
2022-06-26,11:46,지출,패션/쇼핑,백화점,세포라롯데월드몰,-58000,KRW,KB마이핏통장,
2022-06-26,5:41,수입,금융수입,미분류,입출금통장 이자,104,KRW,입출금통장,
2022-06-25,22:45,지출,생활,편의점,GS25명일센트럴점,-19000,KRW,KB마이핏통장,
2022-06-25,22:42,이체,이체,미분류,토스　임유진,-6500,KRW,KB마이핏통장,
2022-06-25,17:01,지출,금융,이자/대출,현대캐피탈,-39912,KRW,WON 통장,
